Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Status,Alternative Fuel Types,SOx Scrubber Status,Eco - Electronic Engine
Container,Lady Hayat,321,TEU,"5,264","3,558",Panama,1995,8,Gelibolu Shipyd,GN Group,In Service,,,
Container,Segoro Mas,266,TEU,"5,250","2,999",Indonesia,2005,1,Sinopacific Zhejiang,Temas Line,Idle,,,
Container,Samudera Mas,296,TEU,"5,222","2,999",Indonesia,2005,1,Sinopacific Zhejiang,Temas Line,In Service,,,
Container,BF Cartagena,509,TEU,"5,218","3,998",Cyprus,1995,10,J. J. Sietas,Foroohari Schiff,In Service,,,
Container,Victoria,508,TEU,"5,215","3,999",Lithuania,1998,1,J. J. Sietas,Baltnautic Shipping,In Service,,,
Container,Marja,508,TEU,"5,214","3,999",Netherlands,1995,2,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,A2B Leader,508,TEU,"5,214","3,999",Netherlands,1995,3,J. J. Sietas,A2B-Online,In Service,,,
Container,A2B Ambition,508,TEU,"5,214","3,999",Netherlands,1995,4,J. J. Sietas,A2B-Online,In Service,,,
Container,Dornbusch,508,TEU,"5,210","3,999",Germany,1996,2,J. J. Sietas,Jurgen Ohle,Idle,,,
Container,FESCO Nagaevo,508,TEU,"5,210","3,999",Russia,1996,2,J. J. Sietas,FESCO,Idle,,,
Container,Jaohar Challenger,508,TEU,"5,210","3,999",Tonga,1995,9,J. J. Sietas,Lyndon Marine Ltd,Idle,,,
Container,Sara Star,508,TEU,"5,207","3,999",Panama,1996,1,J. J. Sietas,Mediterranean Line,Idle,,,
Container,Admiral Danial,508,TEU,"5,207","3,999",Palau,1995,10,J. J. Sietas,H. & H. Szidat,In Service,,,
Container,A2B Spirit,508,TEU,"5,202","3,999",Netherlands,1998,3,J. J. Sietas,A2B-Online,In Service,,,
Container,Ragna,508,TEU,"5,202","3,999",Germany,1998,1,J. J. Sietas,Jurgen Ohle,In Service,,,
Container,Black Rhino,364,TEU,"5,200","3,838",Cyprus,1997,10,Yardimci Deniz,MACS,In Service,,,
Container,Alahmed,364,TEU,"5,200","3,838",Saudi Arabia,1996,7,Yardimci Deniz,Baaboud Trading,Idle,,,
Container,Bo Hai Wan,384,TEU,"5,177","4,007",Peoples' Republic of China,1996,8,Chongqing Chuandong,China Merchants,Idle,,,
Container,Ji Hai Zhong Shan,360,TEU,"5,161","3,772",Peoples' Republic of China,1998,1,Huang. Yongming,SIPG,In Service,,,
Container,Fatima II,364,TEU,"5,151","3,838",Indonesia,1997,1,Yardimci Deniz,Samasagung Tunggal,In Service,,,
Container,Micronesian Pride,364,TEU,"5,093","3,838",Indonesia,1998,1,Yardimci Deniz,Adovelin Raharja,In Service,,,
Container,Phoenix,250,TEU,"5,065","2,997",Indonesia,2008,7,Unknown Yard,Salam Pacific,In Service,,,
Container,Xin Rong Hai 1,180,TEU,"5,059","2,996",Peoples' Republic of China,2008,4,Zhongshan Honghong,Fuzhou Ronghai,In Service,,,
Container,Gang Lian 9,200,TEU,"5,004","2,996",Peoples' Republic of China,2007,2,Shenghai S.B.,Fujian Yunlian Shpg,In Service,,,
Container,Icon Corintus,400,TEU,"5,000","4,038",Indonesia,2015,2,Zhenjiang Anfeng,Indo Container Lines,In Service,,,
Container,Jia Xing 68,303,TEU,"4,987","4,272",Peoples' Republic of China,2011,7,CSC Zijinshan SY,China Merchants,Idle,,,
Container,Maria da Paz,375,TEU,"4,969","3,979",Antigua & Barbuda,1999,12,ENVC,Empresa de Trafego,In Service,,,
Container,Ilyas Konan,343,TEU,"4,963","3,410",Panama,1994,9,Yardimci Deniz,Temel Kum Cakil,In Service,,,
Container,Chang Hai 9,202,TEU,"4,953","2,998",Peoples' Republic of China,2009,5,Zhongshan Honghong,Guangxi Changhai,In Service,,,
Container,Global Nubira,320,TEU,"4,915","3,809",South Korea,1998,2,Shina S.B.,Sinokor Merchant,In Service,,,
Container,Shun Chao 9,366,TEU,"4,906","2,900",Panama,1996,3,Kroeger Werft,Sun Rising Shipmgmt,Idle,,,
Container,Bulgarie,366,TEU,"4,900","2,900",Indonesia,1997,4,Kroeger Werft,Alkan Abadi,Idle,,,
Container,Lintas Bengkulu,200,TEU,"4,856","2,670",Indonesia,2012,10,Zhejiang Zhenxing,Lintas Kumala,In Service,,,
Container,Orion,366,TEU,"4,852","2,984",Netherlands,1998,1,Kroeger Werft,"Bischoff, Bruno",In Service,,,
Container,Allegro,366,TEU,"4,830","2,986",St. Vincent & Grenadines,1996,12,Kroeger Werft,Baltnautic Shipping,In Service,,,
Container,Pascal,366,TEU,"4,830","2,986",Comoro Islands,1996,8,Kroeger Werft,High Waves Marine,In Service,,,
Container,Zeya,366,TEU,"4,830","2,986",Russia,1995,11,Kroeger Werft,SASCO,In Service,,,
Container,Mikhail Lomonosov,366,TEU,"4,830","2,990",Russia,2000,6,Kroeger Werft,NSC Arkhangelsk,In Service,,,
Container,Kholmogory,366,TEU,"4,830","2,986",Russia,1995,4,Kroeger Werft,NSC Arkhangelsk,In Service,,,
Container,Juan Diego,366,TEU,"4,814","2,988",Cyprus,1999,5,Kroeger Werft,Linea Peninsular,Idle,,,
Container,Nihal,395,TEU,"4,805","3,790",Panama,1994,11,Est. Mondego,DMV Denizcilik Ltd,In Service,,,
Container,Vantage,365,TEU,"4,800","3,971",Netherlands,2007,11,Veka SY Lemmer,Longship,In Service,,,
Container,Vanquish,365,TEU,"4,800","3,871",Netherlands,2012,4,Veka SY Lemmer,Longship,In Service,,,
Container,Somers Isles,365,TEU,"4,800","3,871",Netherlands,2012,5,Veka SY Lemmer,Longship,In Service,,,
Container,Sun Unicorn,366,TEU,"4,791","2,990",Palau,1998,12,Kroeger Werft,Sun Unicorn Nav,In Service,,,
Container,Lumoso Gembira,368,TEU,"4,788","3,710",Indonesia,2010,3,Fuzhou Xiayang,Bauhinia Marine Pte,In Service,,,
Container,Lumoso Selamat,368,TEU,"4,781","3,710",Indonesia,2009,5,Cangshan Xiayang,Tanto Intim Line,In Service,,,
Container,Lumoso Bahagia,368,TEU,"4,781","3,710",Indonesia,2009,10,Fuzhou Xiayang,Tanto Intim Line,In Service,,,
Container,Cileen M,343,TEU,"4,707","3,466",Togo,1991,8,Marmara Tersanesi,Safe Sea Services,In Service,,,
Container,Princess Sara,343,TEU,"4,705","3,469",Tanzania,1991,11,Marmara Tersanesi,Blue Bay,Idle,,,
Container,Zhong Wai Yun Chang Jiang 003,303,TEU,"4,705","4,272",Peoples' Republic of China,2012,1,CSC Zijinshan SY,China Merchants,In Service,,,
Container,Zhong Wai Yun Chang Jiang 002,303,TEU,"4,690","4,272",Peoples' Republic of China,2011,12,CSC Zijinshan SY,China Merchants,In Service,,,
Container,Fortune,250,TEU,"4,674","2,995",Indonesia,2008,10,Wenling Yongli,Salam Pacific,Idle,,,
Container,Vanquish,326,TEU,"4,662","2,996",Netherlands,1995,6,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,Marti Prime,372,TEU,"4,659","3,815",Indonesia,1991,4,J. J. Sietas,Alkan Abadi,Idle,,,
Container,Hansung Incheon,450,TEU,"4,655","5,888",South Korea,1997,3,Naikai Zosen Setoda,Sinokor Merchant,In Service,,,
Container,Gloria 1905,323,TEU,"4,649","3,601",Panama,1997,9,Pattje Shipyards,Lara Denizcilik,In Service,,,
Container,Anja,326,TEU,"4,622","2,996",Netherlands,1995,9,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,Amany Queen,356,TEU,"4,582","3,870",Togo,1983,11,J. J. Sietas,Farida Shipping Co,In Service,,,
Container,Chenkwon,215,TEU,"4,538","1,859",Taiwan,1997,1,Korea Tacoma,Unknown,In Service,,,
Container,PAC Banda,310,TEU,"4,535","3,058",Singapore,2000,1,Jiangsu Yangzijiang,Pacific Carriers,Idle,,,
Container,TCI Surya,323,TEU,"4,513","3,620",India,1998,3,Pattje Shipyards,TCI Seaways Ltd,In Service,,,
Container,Daroja,312,TEU,"4,513","3,266",Cyprus,1997,4,Pattje Shipyards,Greenalia Shipping,In Service,,,
Container,PS Chalalai 1,215,TEU,"4,505","3,100",Thailand,1997,5,Dae Sun Shipbuilding,Drako Marine Co,In Service,,,
Container,Ngon Shuen,210,TEU,"4,505","3,641",Hong Kong,1997,5,Guangdong Jiangmen,South China WMI,In Service,,,
Container,Lai Wan,210,TEU,"4,505","3,641",Hong Kong,1997,5,Guangdong Jiangmen,South China WMI,In Service,,,
Container,Anda,279,TEU,"4,465","3,532",Indonesia,1993,7,Jiangzhou,PT Pelayaran Caraka,In Service,,,
Container,Princess M,348,TEU,"4,449","3,622",Tonga,1977,6,J. J. Sietas,Cedar Marine,In Service,,,
Container,Nasico Ocean,260,TEU,"4,439","3,674",Vietnam,2011,11,Quang Binh Shipyard,Vietnam SBIC,In Service,,,
Container,Nasico Sky,260,TEU,"4,439","3,674",Vietnam,2011,12,Quang Binh Shipyard,Vietnam SBIC,Idle,,,
Container,West Ocean 3,397,TEU,"4,432","2,749",Philippines,1970,,Shin Kurushima,2GO Group,In Service,,,
Container,E. Morning,200,TEU,"4,385","3,550",North Korea,1988,12,Dae Sun Shipbuilding,Ryusong,In Service,,,
Container,Pola Bay,172,TEU,"4,383","2,918",Philippines,1970,,Tsuneishi Zosen,Lorenzo Shipping,In Service,,,
Container,Siam Airawat 1,265,TEU,"4,380","2,647",Thailand,2006,8,PT Dok Surabaya,Asia Barge Services,Idle,,,
Container,Riau Fortune,265,TEU,"4,380","2,647",Indonesia,2006,4,PT Dok Surabaya,Indonesian Fortune,Idle,,,
Container,Bor. Butsarakhum,241,TEU,"4,380","2,691",Thailand,2007,3,PT Dok Surabaya,Kasikorn Factory,Idle,,,
Container,Blue Pailin,241,TEU,"4,380","2,647",Thailand,2007,1,PT Dok Surabaya,Kasikorn Factory,In Service,,,
Container,Cam Ranh 07,225,TEU,"4,350","3,985",Vietnam,2010,12,Hyundai Vietnam SB,GLS Shipping,Idle,,,
Container,Systemindo Perdana,296,TEU,"4,336","3,979",Indonesia,1981,,Appledore SB,Systemindo Container,In Service,,,
Container,Tanto Abadi,270,TEU,"4,323","3,537",Indonesia,1994,9,Jiangzhou,Tanto Intim Line,In Service,,,
Container,Mulya Sentosa II,300,TEU,"4,300","3,491",Indonesia,2003,10,Wuhan Nanhua HJ,Leadbetter Sdn Bhd,In Service,,,
Container,Akashia,250,TEU,"4,202","2,979",Indonesia,2007,11,Wenling Yongli,Salam Pacific,In Service,,,
Container,Tropic Freedom,306,TEU,"4,200","3,792",St. Vincent & Grenadines,2018,8,Huangpu Wenchong,Saltchuk Resources,In Service,,,
Container,Palembang Caraka Jaya Niaga III-37,208,TEU,"4,180","3,401",Indonesia,1998,3,Intan Sengkunyit,Djakarta Lloyd,Idle,,,
Container,JML Abadi,208,TEU,"4,180","3,508",Indonesia,1998,8,PT Dok Surabaya,Jaya Bersama Makmur,In Service,,,
Container,West Ocean 10,208,TEU,"4,180","3,401",Philippines,1998,8,P.T. Iki,Bintang Mas Shipping,In Service,,,
Container,Alexindo 1,208,TEU,"4,180","3,401",Indonesia,1999,1,Noahtu S/yard,Djakarta Lloyd,In Service,,,
Container,Caraka Jaya III-Muli Anim,200,TEU,"4,180","3,258",Indonesia,2004,5,PT PAL Indonesia,Salam Pacific,In Service,,,
Container,Wan Shun,233,TEU,"4,174","3,099",Panama,1995,11,Dae Sun Shipbuilding,Cybermax Auto Ltd,In Service,,,
Container,S J Diamond,374,TEU,"4,155","3,815",Tanzania,1991,5,J. J. Sietas,Sea Star Maritime,Idle,,,
Container,Abalone,305,TEU,"4,150","3,632",Sierra Leone,1982,,Lindenau,Unimed Navigation,In Service,,,
Container,Explorador,486,TEU,"4,150","4,944",Paraguay,1970,12,Van Der Werf,Navemar SA,In Service,,,
Container,Lotus,132,TEU,"4,135","2,430",Papua New Guinea,1975,,Yamanishi Zosen,Hub Shipping,In Service,,,
Container,Lian Ying 38,136,TEU,"4,123","2,591",Peoples' Republic of China,2005,12,Guangzhou Southern,Zhuhai Qiao,In Service,,,
Container,Tropic Gem,306,TEU,"4,114","3,792",St. Vincent & Grenadines,2018,12,Huangpu Wenchong,Saltchuk Resources,In Service,,,
Container,Long Xin 12,300,TEU,"4,081","2,986",Peoples' Republic of China,2008,3,Guangzhou Yamen,Unknown Chinese,In Service,,,
Container,Ji Hai Zhi Jie,260,TEU,"4,033","3,748",Peoples' Republic of China,2006,11,Nantong Huigang,SIPG,In Service,,,
Container,Ji Hai Zhi Yuan,260,TEU,"4,033","3,748",Peoples' Republic of China,2005,11,Nantong Huigang,SIPG,In Service,,,
Container,Ji Hai Zhi Sheng,260,TEU,"4,033","3,748",Peoples' Republic of China,2006,3,Nantong Huigang,SIPG,In Service,,,
Container,Ji Hai Zhi Ming,260,TEU,"4,033","3,748",Peoples' Republic of China,2007,3,Nantong Huigang,SIPG,In Service,,,
Container,Sumatera Fortune,210,TEU,"4,028","4,086",Indonesia,1979,1,Usuki Zosensho,Syarikat Perkapalan,Idle,,,
Container,Icon Perdana,192,TEU,"4,000","2,715",Indonesia,1999,9,Moxen Shipyard,Indo Container Lines,In Service,,,
Container,Progress 3,240,TEU,"3,993","2,655",Malaysia,1978,1,Maritima Musel,PDZ Holding Bhd,In Service,,,
Container,KYZTL-60,327,TEU,"3,978","3,796",Russia,1996,7,Jiangsu Yangzijiang,Westberg Ltd,Laid Up,,,
Container,Caribe Mariner,340,TEU,"3,950","2,899",Antigua & Barbuda,1995,11,Elbewerft GmbH,Hyde Shipping,In Service,,,
Container,DSL Mariner,340,TEU,"3,950","2,906",Panama,1995,12,Elbewerft GmbH,Rhein-Maas-Und-See,In Service,,,
Container,Marus,340,TEU,"3,950","2,833",Antigua & Barbuda,1996,3,Elbewerft GmbH,Rohden Shipmgmt,In Service,,,
Container,Sepehr Payam,340,TEU,"3,950","2,899",Iran,1995,9,Elbewerft GmbH,Star Shell Gen Trdg,In Service,,,
Container,Pl Hau Laam,340,TEU,"3,950","2,899",Panama,1995,3,Elbewerft GmbH,Ocean Grow,In Service,,,
Container,Thea II,340,TEU,"3,950","2,899",Cyprus,1995,6,Elbewerft GmbH,"Schepers, Thekla",In Service,,,
Container,Sakura,402,TEU,"3,911","2,507",Japan,2016,8,Yamanaka Zosen,Seiyo Kisen,In Service,,,
Container,Shigenobu,402,TEU,"3,890","2,479",Japan,2017,12,Yamanaka Zosen,Imoto Shoun,In Service,,,
Container,Sagami,404,TEU,"3,853","2,446",Japan,2013,11,Koike Shipbuilding,Imoto Shoun,In Service,,,
Container,Heung-A Pusan,204,TEU,"3,795","1,864",South Korea,1991,5,Shina S.B.,Sinokor Merchant,Idle,,,
Container,Jin Long 1,300,TEU,"3,769","3,843",Tanzania,1985,,Kochi Jyuko Co.,Wanchang,In Service,,,
Container,Ganesa Abadi,128,TEU,"3,738","1,858",Indonesia,1975,,Imai Zosen Kochi,Aboitiz Transport,In Service,,,
Container,Hai Sheng,204,TEU,"3,724","3,140",Panama,1991,6,Shina S.B.,Sinokor Merchant,Idle,,,
Container,Mentari Sejahtera,171,TEU,"3,702","2,797",Indonesia,1997,7,Shandong Weihai SY,Mentari Sejati,In Service,,,
Container,Ata 2,378,TEU,"3,630","4,632",Vanuatu,2006,5,Ningbo Boda SB,Safir Gemi,Idle,,,
Container,Min Hung,186,TEU,"3,599","2,507",North Korea,2006,5,Guangzhou Southern,Korea Minhung Shpg,In Service,,,
Container,Hari Bhum,150,TEU,"3,555","2,940",Palau,2018,12,Unknown Yard,Intercontinental Shp,In Service,,,
Container,Magdalene I,200,TEU,"3,500","2,998",Unknown,2005,12,Unknown China,Redisca Co Ltd,In Service,,,
Container,Sea Bride,301,TEU,"3,500","2,599",Togo,1999,4,Niestern Sander,Amer Albehar,In Service,,,
Container,Mag Pearl,301,TEU,"3,480","2,599",Togo,1998,12,Niestern Sander,Mag Container Lines,In Service,,,
Container,Al Hussein,301,TEU,"3,480","2,599",Togo,1998,3,Tille Schpsb.,Gulf Link Cargo,In Service,,,
Container,Maria Discovery,301,TEU,"3,480","2,559",Panama,1998,5,Tille Schpsb.,Unknown,In Service,,,
Container,Ja Song 2,200,TEU,"3,478","3,072",North Korea,1991,12,Wuchang SB Group,Korea Jasong,In Service,,,
Container,Alken Penang,235,TEU,"3,455","3,106",Indonesia,1982,6,Ast. Construcc.,Alkan Abadi,In Service,,,
Container,Basel S3,262,TEU,"3,398","2,749",Comoro Islands,1987,10,J. J. Sietas,International Mgmt,In Service,,,
Container,Syros Wind,262,TEU,"3,398","2,749",St. Vincent & Grenadines,1987,11,J. J. Sietas,Caribbean Handling,In Service,,,
Container,Alken Pahala,150,TEU,"3,393","1,769",Indonesia,2000,1,Unknown Yard,Alkan Abadi,In Service,,,
Container,Eternal Victory,230,TEU,"3,393","2,772",Niue,1996,5,Donghai Shipyard,Ming Jin,In Service,,,
Container,Moshref,168,TEU,"3,342","2,213",Iran,1976,12,Kagoshima Dock,Bahregan Marine,Idle,,,
Container,Hoi Hing,170,TEU,"3,316","2,758",Unknown,1994,5,Lingshan S/Y,Shun Tin Trading,Idle,,,
Container,Arrow S,202,TEU,"3,311","2,765",Togo,1974,,J. J. Sietas,Global Management,Idle,,,
Container,Lae Express,218,TEU,"3,300","2,392",Papua New Guinea,1980,11,Nobiskrug,Bismark Maritime,Idle,,,
Container,Systemindo Permata,200,TEU,"3,298","3,933",Indonesia,1984,8,Imai Zosen Kochi,Systemindo Container,Under Arrest,,,
Container,Double Happiness I,226,TEU,"3,285","2,758",Tanzania,1994,,Huanghai SB,Hong Chuan,Idle,,,
Container,Niaga Bahari,150,TEU,"3,261","2,676",Indonesia,1971,5,Ast. Construcc.,Unknown Indonesian,Idle,,,
Container,Shuang Feng Shan,100,TEU,"3,244","2,309",Peoples' Republic of China,1991,,Tianjin Xingang HI,Fujian Provincial,In Service,,,
Container,Ocean Trader,210,TEU,"3,240","2,745",Comoro Islands,1993,6,Shinhama Dock,Inzu Ship Charter,In Service,,,
Container,West Ocean 2,242,TEU,"3,220","2,779",Philippines,1980,7,Nobiskrug,Key West Shpg,Idle,,,
Container,WGM 256 T,350,TEU,"3,200","2,957",Indonesia,2016,5,MLC Tongbao,PT WHS Global,Idle,,,
Container,NS Pride,262,TEU,"3,193","2,749",Panama,1988,,J. J. Sietas,Aldis Shpmngt,In Service,,,
Container,Jan Caribe,262,TEU,"3,175","2,770",Antigua & Barbuda,1988,10,J. J. Sietas,Hyde Shipping,In Service,,,
Container,Mei Cheng Jia Sheng,226,TEU,"3,160","2,752",Peoples' Republic of China,1994,,Hudong Shipyard,Hainan Meicheng Shpg,In Service,,,
Container,Da Fa,310,TEU,"3,150","3,863",Mongolia,1991,3,Naikai Innoshima,Dong Jin Shipping,Idle,,,
Container,Provincias Unidas,262,TEU,"3,144","2,749",Uruguay,1989,7,J. J. Sietas,Naviport,In Service,,,
Container,Yara Birkeland,120,TEU,"3,120","3,221",Norway,2020,11,VARD Brattvaag,Yara International,Idle,,,
Container,Suh Kang Challenger,108,TEU,"3,031","1,569",South Korea,1971,,Taihei Kogyo,Suh Kang Co Ltd,In Service,,,
Container,Hui Jin Qiao 999,300,TEU,"3,000","2,994",Peoples' Republic of China,2018,1,Unknown China,Huizhou Jinqiao Shpg,In Service,,,
Container,Sak Line 1,144,TEU,"2,922","1,859",Thailand,1991,,HHIC (Yeongdo),Bomuang Wharf,Idle,,,
Container,Joint Pacific,226,TEU,"2,823","2,772",Mongolia,1996,9,Shandong Weihai SY,Hua Heng Ship,Under Arrest,,,
Container,N. P. Suratthani 1,156,TEU,"2,778","2,839",Thailand,2007,10,Unknown Yard,SC Group,In Service,,,
Container,N. P. Suratthani 2,256,TEU,"2,750","2,839",Thailand,2007,4,Italthai Marine,SC Group,In Service,,,
Container,N. P. Suratthani 3,156,TEU,"2,750","2,800",Thailand,2006,12,Unithai SY & Eng,SC Group,In Service,,,
Container,Ji Hai Yang Shan,373,TEU,"2,743","3,772",Peoples' Republic of China,1998,1,Huang. Yongming,SIPG,In Service,,,
Container,Maritim Kencana,100,TEU,"2,600","1,895",Indonesia,2007,11,Changqi Shipyard,Jasa Utama Bersama,In Service,,,
Container,NP Lovegistics 1,168,TEU,"2,567","1,995",Thailand,2013,1,Nanxiang SB,SC Group,In Service,,,
Container,NP Lovegistics 2,168,TEU,"2,567","1,999",Thailand,2011,1,Nanxiang SB,SC Group,In Service,,,
Container,Trust 1,172,TEU,"2,565","2,240",Tonga,1975,12,J. J. Sietas,El Reedy Shpg Agency,In Service,,,
Container,Tara 1,135,TEU,"2,530","1,130",Philippines,1970,,De Biesbosch,Conbros Shipping,In Service,,,
Container,Nali,190,TEU,"2,450","2,077",Panama,1998,1,Braila Shipyard,Midway Shpg & Chart,In Service,,,
Container,Dnipro Line,190,TEU,"2,450","2,073",Ukraine,1998,5,Braila Shipyard,Ukrrichflot JSC,In Service,,,
Container,Surya Samudra V,100,TEU,"2,405","1,666",Indonesia,1983,1,Ast. de Huelva,Pelayaran Sanjaya,Idle,,,
Container,Hai Sheng,136,TEU,"2,400","1,599",Sierra Leone,1995,1,Chongqing Chuandong,Fujian Huarong,In Service,,,
Container,Sheng An Da 19,150,TEU,"2,393","1,598",Peoples' Republic of China,1998,11,Fujian Fishery SY,Qinzhou Guiqin,Idle,,,
Container,Min Tai No. 8,150,TEU,"2,393","1,598",Peoples' Republic of China,1999,3,Fujian Fishery SY,Fujian Huarong,In Service,,,
Container,Kijang,102,TEU,"2,389","2,345",Indonesia,1970,,J. J. Sietas,Pelayaran Manalagi,In Service,,,
Container,Sheng An Da 9,200,TEU,"2,380","1,598",Peoples' Republic of China,1999,3,Fujian Southeast SB,Qinzhou Guiqin,In Service,,,
Container,SAPL-1,200,TEU,"2,380","1,616",Bangladesh,1999,8,Fujian Southeast SB,Summit Alliance Port,In Service,,,
Container,Iceland,200,TEU,"2,375","2,089",Philippines,2015,7,Anhui Ocean SB,Seaview Cargo Shpg,Idle,,,
Container,Haiti,200,TEU,"2,375","2,089",Philippines,2015,7,Anhui Ocean SB,Seaview Cargo Shpg,In Service,,,
Container,Xinghuanghai,142,TEU,"2,351","1,598",Mongolia,1999,7,Fujian Fishery SY,V-Star Ships Ltd,In Service,,,
Container,Lin Fung 17,100,TEU,"2,243","1,874",Sierra Leone,1999,1,Chongqing Dongfeng,Lin Fung Shipping,Repairs,,,
Container,Hai De Li,122,TEU,"2,213","1,839",Panama,1977,,Kagoshima Dock,Yong Zhao,In Service,,,
Container,Halcon del Mar,124,TEU,"2,210","1,621",Venezuela,1970,11,A. Vuyk & Zonen,Cabovan,Idle,,,
Container,Island Clipper,124,TEU,"2,210","1,599",Unknown,1971,1,Zaanlandsch S/B,Verset Holding Inc,In Service,,,
Container,Kendhaga Nusantara  1,100,TEU,"2,194","1,787",Indonesia,2018,4,Bandar Abadi 2,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara 15,112,TEU,"2,194","1,787",Indonesia,2018,10,Dumas Shipyard 2,Govt of Indonesia,In Service,,,
Container,Filippos,124,TEU,"2,181","1,578",Paraguay,1970,9,A. Vuyk & Zonen,Filippos Shpg Co,In Service,,,
Container,Dina,124,TEU,"2,181","2,187",Panama,1970,6,Zaanlandsch S/B,Whirry First Marine,In Service,,,
Container,A.C. Sandino,124,TEU,"2,174","1,599",Tanzania,1971,1,A. Vuyk & Zonen,Nicaraguan Shipping,Idle,,,
Container,Hai Fu,122,TEU,"2,160","1,792",Panama,1978,2,Kagoshima Dock,Sea Wide Shpg,In Service,,,
Container,Naha 2,128,TEU,"2,114","1,130",Japan,2012,11,Yamanaka Zosen,Marusan Kaiun,In Service,,,
Container,Nou Kollan 1,140,TEU,"2,081","2,204",Bangladesh,2015,10,Khulna Bangladesh,Riverline Express,In Service,,,
Container,Nou Kollan 2,140,TEU,"2,081","2,204",Bangladesh,2015,11,Khulna Bangladesh,Riverline Express,Idle,,,
Container,Kendhaga Nusantara  6,100,TEU,"2,000","1,766",Indonesia,2019,3,Janata Marina Indah,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara  2,100,TEU,"2,000","1,733",Indonesia,2018,7,IKI Makassar,Govt of Indonesia,Idle,,,
Container,Kendhaga Nusantara 11,100,TEU,"2,000","1,733",Indonesia,2018,7,IKI Makassar,Govt of Indonesia,Idle,,,
Container,Kendhaga Nusantara  7,100,TEU,"2,000","1,787",Indonesia,2018,3,Orela Shipyard,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara  9,100,TEU,"2,000","1,787",Indonesia,2018,4,Orela Shipyard,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara  3,100,TEU,"2,000","1,939",Indonesia,2019,2,DRU Lamongan,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara  5,100,TEU,"2,000","1,939",Indonesia,2019,12,DRU Lamongan,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara  8,100,TEU,"2,000","1,939",Indonesia,2019,4,DRU Lamongan,Govt of Indonesia,In Service,,,
Container,Kendhaga Nusantara 10,100,TEU,"2,000","1,939",Indonesia,2019,6,DRU Lamongan,Govt of Indonesia,Idle,,,
Container,Kendhaga Nusantara 12,100,TEU,"2,000","1,939",Indonesia,2019,5,DRU Lamongan,Govt of Indonesia,In Service,,,
Container,NP Lovegistics 3,168,TEU,"2,000","2,143",Thailand,2013,9,Zhejiang Zhenxing,SC Group,In Service,,,
Container,NP Lovegistics 4,150,TEU,"2,000","2,996",Thailand,2015,3,Zhejiang Zhenxing,SC Group,In Service,,,
